Date,Tank_ID,Time,Date.Time,Observer.Initials,Temperature_C,pH_mv,Salinity_psu,Calcium_ppm,TA_dKH,Orion_Temp,light2,light3,light4,tris.date,Probe.Set,notes
20220713,header_tank,,,,26.37,,35.11,,,,,,,20220708,,
20220713,quarantine_tank,,,,26.21,,34.67,,,,,,,20220708,,
20220713,blue_tank1,,,,26.39,,34.67,,,,,,,20220708,,
20220713,blue_tank2,,,,26.39,,34.67,,,,,,,20220708,,
20220713,blue_tank3,,,,26.37,,34.67,,,,,,,20220708,,
20220713,blue_tank4,,,,26.39,,34.92,,,,,,,20220708,,
20220714,header_tank,,,,26.11,-58.7,32.75,,,,,,,20220708,,
20220714,quarantine_tank,,,,26.56,-62,33.91,,,,,,,20220708,,
20220714,blue_tank1,,,,26.12,-59.2,32.69,,,,,,,20220708,,
20220714,blue_tank2,,,,26.13,-59.2,32.65,,,,,,,20220708,,
20220714,blue_tank3,,,,26.11,-59.2,32.65,,,,,,,20220708,,
20220714,blue_tank4,,,,26.09,-59.4,32.84,,,,,,,20220708,,
20220716,header_tank,,,,25.98,-56.4,32.98,,,,,,,20220708,,
20220716,quarantine_tank,,,,26.16,-61.9,34.08,,,,,,,20220708,,
20220716,blue_tank1,,,,26.02,-56.5,32.82,,,,,,,20220708,,
20220716,blue_tank2,,,,26.02,-56.4,32.77,,,,,,,20220708,,
20220716,blue_tank3,,,,26.02,-56.4,32.75,,,,,,,20220708,,
20220716,blue_tank4,,,,26.02,-56.5,32.76,,,,,,,20220708,,
20220717,header_tank,,,,26.02,,,,,,,,,20220708,,
20220717,quarantine_tank,,,,,,,,,,,,,20220708,,
20220717,blue_tank1,,,,28.11,,,,,,,,,20220708,,
20220717,blue_tank2,,,,28.12,,,,,,,,,20220708,,
20220717,blue_tank3,,,,28.08,,,,,,,,,20220708,,
20220717,blue_tank4,,,,28.1,,,,,,,,,20220708,,
20220718,header_tank,,,,26.41,-52.1,33.54,,,,,,,20220708,,
20220718,quarantine_tank,,,,26.63,-62.3,34.84,,,,,,,20220708,,
20220718,blue_tank1,,,,26.46,-52.5,33.41,,,,,,,20220708,,
20220718,blue_tank2,,,,26.46,-52.3,33.34,,,,,,,20220708,,
20220718,blue_tank3,,,,26.45,-52,33.31,,,,,,,20220708,,
20220718,blue_tank4,,,,26.46,-51.9,33.31,,,,,,,20220708,,
20220719,header_tank,,,,26.61,-54.7,34.01,,,,,,,20220708,,
20220719,quarantine_tank,,,,26.66,-62.3,33.62,,,,,,,20220708,,
20220719,blue_tank1,,,,26.64,-55.1,33.57,,,,,,,20220708,,
20220719,blue_tank2,,,,26.64,-55,33.52,,,,,,,20220708,,
20220719,blue_tank3,,,,26.64,-54.9,33.64,,,,,,,20220708,,
20220719,blue_tank4,,,,26.64,-54.9,33.59,,,,,,,20220708,,
20220720,header_tank,,,,26.9,-56.2,33.21,,,,,,,20220708,,
20220720,quarantine_tank,,,,27.05,-61.6,32.96,,,,,,,20220708,,
20220720,blue_tank1,,,,26.96,-56.8,32.98,,,,,,,20220708,,
20220720,blue_tank2,,,,26.96,-56.8,32.97,,,,,,,20220708,,
20220720,blue_tank3,,,,26.96,-56.7,33,,,,,,,20220708,,
20220720,blue_tank4,,,,26.96,-56.8,32.94,,,,,,,20220708,,
20220725,header_tank,,,,26.27,-56.5,33.73,,,,,,,20220708,,
20220725,quarantine_tank,,,,27.24,-61.5,33.78,,,,,,,20220708,,
20220725,blue_tank1,,,,26.33,-58.1,33.7,,,,,,,20220708,,
20220725,blue_tank2,,,,26.32,-58.2,33.69,,,,,,,20220708,,
20220725,blue_tank3,,,,26.32,-56.5,33.68,,,,,,,20220708,,
20220725,blue_tank4,,,,26.32,-58,33.68,,,,,,,20220708,,
20220726,header_tank,,,,26.23,-56.5,33.79,,,,,,,20220726,,
20220726,quarantine_tank,,,,26.63,-61.2,33.18,,,,,,,20220726,,
20220726,blue_tank1,,,,26.26,-56.5,33.73,,,,,,,20220726,,
20220726,blue_tank2,,,,26.26,-56.5,33.73,,,,,,,20220726,,
20220726,blue_tank3,,,,26.25,-56.5,33.73,,,,,,,20220726,,
20220726,blue_tank4,,,,26.25,-56.6,33.73,,,,,,,20220726,,
20220727,header_tank,,,,26.24,-54.8,33.82,,,,,,,20220726,,
20220727,quarantine_tank,,,,26.14,-59.9,33.23,,,,,,,20220726,,
20220727,blue_tank1,,,,26.28,-54.9,33.79,,,,,,,20220726,,
20220727,blue_tank2,,,,26.28,-54.9,33.8,,,,,,,20220726,,
20220727,blue_tank3,,,,26.28,-55,33.78,,,,,,,20220726,,
20220727,blue_tank4,,,,26.28,-55.1,33.81,,,,,,,20220726,,
20220728,header_tank,,,,26.01,-64.2,34.1,,,,,,,20220726,,
20220728,quarantine_tank,,,,26.31,-61.2,33.2,,,,,,,20220726,,
20220728,blue_tank1,,,,26.05,-64.5,34.09,,,,,,,20220726,,
20220728,blue_tank2,,,,26.05,-64.5,34.09,,,,,,,20220726,,
20220728,blue_tank3,,,,26.05,-64.7,34.09,,,,,,,20220726,,
20220728,blue_tank4,,,,26.06,-64.7,34.09,,,,,,,20220726,,
20220729,header_tank,,,,26.11,-66.7,34.21,,,,,,,20220726,,
20220729,quarantine_tank,,,,25.47,-60.6,33.33,,,,,,,20220726,,
20220729,blue_tank1,,,,26.15,-66.7,34.16,,,,,,,20220726,,
20220729,blue_tank2,,,,26.14,-66.8,34.16,,,,,,,20220726,,
20220729,blue_tank3,,,,26.13,-66.8,34.17,,,,,,,20220726,,
20220729,blue_tank4,,,,26.14,-66.9,34.16,,,,,,,20220726,,
20220801,header_tank,,,,26.4,-66.4,34.21,,,,,,,20220726,,
20220801,quarantine_tank,,,,25.33,-61.8,31.31,,,,,,,20220726,,
20220801,blue_tank1,,,,26.44,-66.4,34.2,,,,,,,20220726,,
20220801,blue_tank2,,,,26.45,-66.4,34.18,,,,,,,20220726,,
20220801,blue_tank3,,,,26.43,-66.4,34.18,,,,,,,20220726,,
20220801,blue_tank4,,,,26.44,-66.4,34.18,,,,,,,20220726,,
20220802,header_tank,,,,,,,,,,,,,20220726,,
20220802,quarantine_tank,,,,25.34,-61,33.37,,,,,,,20220726,,
20220802,blue_tank1,,,,26.47,-65.1,34.78,,,,,,,20220726,,
20220803,header_tank,,,,26.36,-63.3,34.45,,,,,,,20220726,,
20220803,quarantine_tank,,,,25.47,-59.1,33.98,,,,,,,20220726,,
20220803,blue_tank1,,,,26.44,-63.3,34.44,,,,,,,20220726,,
20220804,blue_tank1,,,,26.36,-65.4,34.27,,,,,,,20220726,,
20220805,blue_tank1,,,,26.33,-64.6,34.33,,,,,,,20220726,,
20220808,blue_tank1,,,,26.16,-66.4,34.29,,,,,,,20220726,,
20220809,blue_tank1,,,,26.16,-65.8,34.04,,,,,,,20220726,,
20220810,blue_tank1,,,,26.42,-66,34,,,,,,,20220726,,
20220812,blue_tank1,,,,26.26,-67.2,33.98,,,,,,,20220726,,
20220816,blue_tank1,,,,26.21,-65.5,33.93,,,,,,,20220726,,
20220815,header_tank,,,,26.17,-67.2,33.95,,,,,,,20220726,,
20220815,quarantine_tank,,,,26.21,-62.2,33.94,,,,,,,20220726,,
20220815,blue_tank1,,,,26.2,-67.4,33.92,,,,,,,20220726,,
20220815,blue_tank2,,,,26.19,-67.4,33.92,,,,,,,20220726,,
20220815,blue_tank3,,,,26.2,-67.4,33.93,,,,,,,20220726,,
20220815,blue_tank4,,,,26.2,-67.4,33.93,,,,,,,20220726,,
20220816,blue_tank1,,,,26.2,-67.7,33.92,,,,,,,20220726,,
20220817,blue_tank1,,,,26.2,-67.7,33.92,,,,,,,20220726,,
20220818,blue_tank1,,,,26.26,-68.1,33.95,,,,,,,20220726,,
20220819,blue_tank1,,,,26.27,-68.1,33.95,,,,,,,20220726,,
20220822,header_tank,,,,26.07,-68.5,34.16,,,,,,,20220726,,
20220822,quarantine_tank,,,,26.34,-62.7,34.53,,,,,,,20220726,,
20220822,blue_tank1,,,,26.17,-68.8,34.03,,,,,,,20220726,,
20220822,blue_tank2,,,,26.16,-68.8,34.03,,,,,,,20220726,,
20220822,blue_tank3,,,,26.17,-68.9,34.03,,,,,,,20220726,,
20220822,blue_tank4,,,,26.17,-68.9,34.01,,,,,,,20220726,,
20220823,header_tank,,,,26.16,-66.6,34.03,,,,,,,20220726,,
20220823,quarantine_tank,,,,26.4,-61.5,34.56,,,,,,,20220726,,
20220823,blue_tank1,,,,26.2,-68.8,34.03,,,,,,,20220726,,
20220823,blue_tank2,,,,26.2,-66.8,34.03,,,,,,,20220726,,
20220823,blue_tank3,,,,26.2,-66.9,34.03,,,,,,,20220726,,
20220823,blue_tank4,,,,26.2,-66.9,34.05,,,,,,,20220726,,
20220825,header_tank,,,,26.13,-67.7,34.04,,,,,,,20220726,,
20220825,quarantine_tank,,,,26.22,-61.4,34.68,,,,,,,20220726,,
20220825,blue_tank1,,,,26.17,-67.9,33.93,,,,,,,20220825,,
20220825,blue_tank2,,,,26.16,-67.9,33.92,,,,,,,20220825,,
20220825,blue_tank3,,,,26.17,-67.9,33.92,,,,,,,20220825,,
20220825,blue_tank4,,,,26.17,-67.9,33.94,,,,,,,20220825,,
20220826,header_tank,,,,26.1,-67.7,33.93,,,,,,,20220825,,
20220826,quarantine_tank,,,,26.5,-62,34.67,,,,,,,20220825,,
20220826,blue_tank1,,,,26.2,-67.7,33.89,,,,,,,20220825,,
20220826,blue_tank2,,,,26.2,-67.7,33.88,,,,,,,20220825,,
20220826,blue_tank3,,,,26.2,-67.7,33.88,,,,,,,20220825,,
20220826,blue_tank4,,,,26.2,-67.8,33.89,,,,,,,20220825,,
20220829,header_tank,,,,26.41,-67.3,33.63,,,,,,,20220825,,
20220829,quarantine_tank,,,,26.99,-62,33,,,,,,,20220825,,
20220829,blue_tank1,,,,26.42,-67.3,33.6,,,,,,,20220825,,
20220829,blue_tank2,,,,26.41,-67.4,33.6,,,,,,,20220825,,
20220829,blue_tank3,,,,26.41,-67.5,33.61,,,,,,,20220825,,
20220829,blue_tank4,,,,26.41,-67.5,33.62,,,,,,,20220825,,
20220830,header_tank,,,,26.28,-66.7,33.66,,,,,,,20220830,,
20220830,quarantine_tank,,,,26.61,-62.1,33.03,,,,,,,20220830,,
20220830,blue_tank1,,,,26.33,-66.9,33.61,,,,,,,20220830,,
20220830,blue_tank2,,,,26.33,-67,33.62,,,,,,,20220830,,
20220830,blue_tank3,,,,26.31,-67,33.63,,,,,,,20220830,,
20220830,blue_tank4,,,,26.29,-67.1,33.63,,,,,,,20220830,,
20220831,header_tank,,,,26.33,-65.4,33.83,,,,,,,20220830,,
20220831,quarantine_tank,,,,26.4,-61.4,33.08,,,,,,,20220830,,
20220831,blue_tank1,,,,26.36,-65.6,33.8,,,,,,,20220830,,
20220831,blue_tank2,,,,26.37,-65.6,33.79,,,,,,,20220830,,
20220831,blue_tank3,,,,26.37,-65.7,33.79,,,,,,,20220830,,
20220831,blue_tank4,,,,26.37,-65.7,33.79,,,,,,,20220830,,
20220901,header_tank,,,,26.45,-66.6,33.09,,,,,,,20220830,,
20220901,quarantine_tank,,,,26.5,-61.5,33.21,,,,,,,20220830,,
20220901,blue_tank1,,,,26.48,-66.7,34.05,,,,,,,20220830,,
20220901,blue_tank2,,,,26.48,-66.8,34.05,,,,,,,20220830,,
20220901,blue_tank3,,,,26.47,-66.9,34.06,,,,,,,20220830,,
20220901,blue_tank4,,,,26.46,-66.8,34.06,,,,,,,20220830,,
20220902,header_tank,,,,26.34,-64.7,34.21,,,,,,,20220830,,
20220902,quarantine_tank,,,,26.55,-60.9,33.17,,,,,,,20220830,,
20220902,blue_tank1,,,,26.35,-64.8,34.2,,,,,,,20220830,,
20220902,blue_tank2,,,,26.36,-64.9,34.2,,,,,,,20220830,,
20220902,blue_tank3,,,,26.34,-64.9,34.35,,,,,,,20220830,,
20220902,blue_tank4,,,,26.34,-64.7,34.35,,,,,,,20220830,,
20220906,header_tank,,,,26.32,-68.4,35,,,,,,,20220830,,
20220906,quarantine_tank,,,,26.73,-58.8,32.67,,,,,,,20220830,,
20220906,blue_tank1,,,,26.35,-68,34.95,,,,,,,20220830,,
20220906,blue_tank2,,,,26.35,-68.1,34.95,,,,,,,20220830,,
20220906,blue_tank3,,,,26.37,-68.2,34.94,,,,,,,20220830,,
20220906,blue_tank4,,,,26.36,-68.2,34.95,,,,,,,20220830,,
20220913,header_tank,,,,26.22,-61.6,34.9,,,,,,,20220908,,
20220913,quarantine_tank,,,,27.66,-59.8,34.95,,,,,,,20220908,,
20220913,blue_tank1,,,,26.27,-61.9,34.96,,,,,,,20220908,,
20220913,blue_tank2,,,,26.27,-61.9,34.95,,,,,,,20220908,,
20220913,blue_tank3,,,,26.28,-61.9,34.96,,,,,,,20220908,,
20220913,blue_tank4,,,,26.28,-61.9,34.96,,,,,,,20220908,,
20220914,blue_tank1,,,,26.25,-61.8,37.12,,,,,,,20220914,,
20220914,blue_tank2,,,,26.24,-61.7,37.12,,,,,,,20220914,,
20220914,blue_tank3,,,,26.23,-61.8,37.11,,,,,,,20220914,,
20220914,blue_tank4,,,,26.23,-61.8,37.11,,,,,,,20220914,,
20220914,header_tank,,,,26.21,-61.7,37.15,,,,,,,20220914,,
20220914,quarantine_tank,,,,27.5,-59.7,37.38,,,,,,,20220914,,
20220916,blue_tank1,,,,26.22,-63,36.95,,,,,,,20220914,,
20220916,blue_tank2,,,,26.22,-63,36.95,,,,,,,20220914,,
20220916,blue_tank3,,,,26.21,-62,36.95,,,,,,,20220914,,
20220916,blue_tank4,,,,26.16,-63,36.95,,,,,,,20220914,,
20220916,header_tank,,,,26.2,-63,36.95,,,,,,,20220914,,
20220916,quarantine_tank,,,,27.84,-58.4,37.71,,,,,,,20220914,,
20220920,header_tank,,,,26.18,-62.9,35.54,,,,,,,20220920,,
20220920,quarantine_tank,,,,27.6,-56.6,35.24,,,,,,,20220920,,
20220920,blue_tank1,,,,26.22,-62.8,34.46,,,,,,,20220920,,
20220920,blue_tank2,,,,26.23,-62.7,34.47,,,,,,,20220920,,
20220920,blue_tank3,,,,26.22,-62.6,34.48,,,,,,,20220920,,
20220920,blue_tank4,,,,26.22,-62.6,34.37,,,,,,,20220920,,
20220921,header_tank,,,,26.21,-63.3,34.5,,,,,,,20220920,,
20220921,quarantine_tank,,,,27.46,-55.9,35.34,,,,,,,20220920,,
20220921,blue_tank1,,,,26.25,-63.3,34.46,,,,,,,20220920,,
20220921,blue_tank2,,,,26.25,-63.3,34.46,,,,,,,20220920,,
20220921,blue_tank3,,,,26.25,-63.3,34.46,,,,,,,20220920,,
20220921,blue_tank4,,,,26.25,-63.2,34.48,,,,,,,20220920,,
20220922,header_tank,,,,26.27,-62.9,34.48,,,,,,,20220920,,
20220922,quarantine_tank,,,,27.57,-57.5,35.4,,,,,,,20220920,,
20220922,blue_tank1,,,,26.31,-63.1,34.42,,,,,,,20220920,,
20220922,blue_tank2,,,,26.31,-63,34.43,,,,,,,20220920,,
20220922,blue_tank3,,,,26.3,-63,34.43,,,,,,,20220920,,
20220922,blue_tank4,,,,26.3,-63,34.42,,,,,,,20220920,,
20220923,blue_tank1,,,,26.47,-65,34.19,,,,,,,20220920,,
20220923,blue_tank2,,,,26.47,-65.1,34.18,,,,,,,20220920,,
20220923,blue_tank3,,,,26.46,-65.1,34.21,,,,,,,20220920,,
20220923,blue_tank4,,,,26.44,-65.1,34.22,,,,,,,20220920,,
20220923,header_tank,,,,26.43,-65.1,34.34,,,,,,,20220920,,
20220926,blue_tank1,,,,26.19,-63.4,34.23,,,,,,,20220920,,
20220926,blue_tank2,,,,26.18,-63.7,34.18,,,,,,,20220920,,
20220926,blue_tank3,,,,26.18,-63.7,34.17,,,,,,,20220920,,
20220926,blue_tank4,,,,26.18,-63.8,34.17,,,,,,,20220920,,
20220926,header_tank,,,,26.13,-63.7,34.18,,,,,,,20220920,,
20220927,header_tank,,,,26.27,-64.1,34.11,,,,,,,20220920,,
20220927,blue_tank1,,,,26.3,-64.3,34.1,,,,,,,20220920,,
20220927,blue_tank2,,,,26.3,-64.4,34.09,,,,,,,20220920,,
20220927,blue_tank3,,,,26.3,-64.5,34.09,,,,,,,20220920,,
20220927,blue_tank4,,,,26.3,-64.5,34.08,,,,,,,20220920,,
20220928,blue_tank1,,,,26.37,-61.5,33.91,,,,,,,20220928,,
20220928,blue_tank2,,,,26.36,-61.5,33.93,,,,,,,20220928,,
20220928,blue_tank3,,,,26.36,-61.5,33.92,,,,,,,20220928,,
20220928,blue_tank4,,,,26.36,-61.5,33.91,,,,,,,20220928,,
20220928,header_tank,,,,26.33,-65.6,33.95,,,,,,,20220928,,
20220929,header_tank,,,,26.25,-61.7,34.72,,,,,,,20220928,,
20220929,blue_tank1,,,,26.29,-61.8,34.72,,,,,,,20220928,,
20220929,blue_tank2,,,,26.28,-61.9,34.7,,,,,,,20220928,,
20220929,blue_tank3,,,,26.28,-61.9,34.7,,,,,,,20220928,,
20220929,blue_tank4,,,,26.28,-61.9,34.7,,,,,,,20220928,,
20220930,blue_tank1,,,,26.31,-62.5,34.88,,,,,,,20220928,,
20220930,blue_tank2,,,,26.31,-62.6,34.86,,,,,,,20220928,,
20220930,blue_tank3,,,,26.3,-62.8,34.87,,,,,,,20220928,,
20220930,blue_tank4,,,,26.31,-62.8,34.86,,,,,,,20220928,,
20220930,header_tank,,,,26.28,-62.8,34.92,,,,,,,20220928,,
20221003,blue_tank1,,,,26.19,-64.4,35.58,,,,,,,20220928,,
20221003,blue_tank2,,,,26.19,-64.7,35.53,,,,,,,20220928,,
20221003,blue_tank3,,,,26.18,-64.7,35.52,,,,,,,20220928,,
20221003,blue_tank4,,,,26.18,-64.8,35.52,,,,,,,20220928,,
20221003,header_tank,,,,26.15,-64.7,35.54,,,,,,,20220928,,
20221004,header_tank,,,,26.25,-62.6,35.28,,,,,,,20220928,,
20221004,blue_tank1,,,,26.25,-62.7,35.27,,,,,,,20220928,,
20221004,blue_tank2,,,,26.24,-62.7,35.27,,,,,,,20220928,,
20221004,blue_tank3,,,,26.24,-62.7,35.29,,,,,,,20220928,,
20221004,blue_tank4,,,,26.23,-62.7,35.27,,,,,,,20220928,,
20221005,blue_tank1,,,,26.31,-62.3,34.64,,,,,,,20221005,,
20221005,blue_tank2,,,,26.31,-62.4,34.64,,,,,,,20221005,,
20221005,blue_tank3,,,,26.3,-62.5,34.64,,,,,,,20221005,,
20221005,blue_tank4,,,,26.3,-62.5,34.64,,,,,,,20221005,,
20221005,header_tank,,,,26.29,-62.5,34.64,,,,,,,20221005,,
20221006,header_tank,,,,26.24,-61.9,35.29,,,,,,,20221005,,
20221006,blue_tank1,,,,26.28,-62.1,35.27,,,,,,,20221005,,
20221006,blue_tank2,,,,26.28,-62.2,35.27,,,,,,,20221005,,
20221006,blue_tank3,,,,26.28,-62.2,35.27,,,,,,,20221005,,
20221006,blue_tank4,,,,26.29,-62.2,35.26,,,,,,,20221005,,
20221007,blue_tank1,,,,26.27,-63.6,35.2,,,,,,,20221005,,
20221007,blue_tank2,,,,26.27,-63.4,35.21,,,,,,,20221005,,
20221007,blue_tank3,,,,26.26,-63.8,35.2,,,,,,,20221005,,
20221007,blue_tank4,,,,26.26,-63.9,35.2,,,,,,,20221005,,
20221007,header_tank,,,,26.26,-63.8,35.19,,,,,,,20221005,,
20221011,header_tank,,,,26.12,-61.1,34.51,,,,,,,20221005,,
20221011,blue_tank1,,,,26.15,-61.3,34.54,,,,,,,20221005,,
20221011,blue_tank2,,,,26.16,-61.3,34.53,,,,,,,20221005,,
20221011,blue_tank3,,,,26.15,-61.3,34.53,,,,,,,20221005,,
20221011,blue_tank4,,,,26.15,-61.3,34.53,,,,,,,20221005,,
20221012,blue_tank1,,,,26.14,-60.8,35.46,,,,,,,20221012,,
20221012,blue_tank2,,,,26.12,-61.4,35.43,,,,,,,20221012,,
20221012,blue_tank3,,,,26.13,-61.5,35.41,,,,,,,20221012,,
20221012,blue_tank4,,,,26.13,-61.5,35.41,,,,,,,20221012,,
20221012,header_tank,,,,26.13,-61.1,35.54,,,,,,,20221012,,
20221013,blue_tank1,,,,26.18,-64.2,35.4,,,,,,,20221012,,
20221013,blue_tank2,,,,26.18,-64.2,35.43,,,,,,,20221012,,
20221013,blue_tank3,,,,26.17,-64.3,35.41,,,,,,,20221012,,
20221013,blue_tank4,,,,26.18,-64.3,35.41,,,,,,,20221012,,
20221013,header_tank,,,,26.17,-64.3,35.4,,,,,,,20221012,,
20221014,blue_tank1,,,,26.2,-64.7,35.4,,,,,,,20221012,,
20221014,blue_tank2,,,,26.2,-65,35.42,,,,,,,20221012,,
20221014,blue_tank3,,,,26.18,-65.1,35.42,,,,,,,20221012,,
20221014,blue_tank4,,,,26.19,-65,35.38,,,,,,,20221012,,
20221014,header_tank,,,,26.17,-65.2,35.26,,,,,,,20221012,,
20221017,blue_tank1,,,,26.09,-62.9,34.63,,,,,,,20221012,,
20221017,blue_tank2,,,,26.09,-63.2,34.59,,,,,,,20221012,,
20221017,blue_tank3,,,,26.08,-63.2,34.59,,,,,,,20221012,,
20221017,blue_tank4,,,,26.08,-63.2,34.59,,,,,,,20221012,,
20221017,header_tank,,,,26.05,-63.3,34.59,,,,,,,20221012,,
20221018,header_tank,,,,26.18,-61.3,34.63,,,,,,,20221012,,
20221018,blue_tank1,,,,26.22,-62.2,34.59,,,,,,,20221012,,
20221018,blue_tank2,,,,26.22,-62.2,34.59,,,,,,,20221012,,
20221018,blue_tank3,,,,26.21,-62.3,34.59,,,,,,,20221012,,
20221018,blue_tank4,,,,26.21,-62.3,34.59,,,,,,,20221012,,
20221018,blue_tank4,,,,26.21,-62.3,34.59,,,,,,,20221012,,
20221019,blue_tank1,,,,26.27,-61,34.59,,,,,,,20221019,,
20221019,blue_tank2,,,,26.26,-61.4,34.55,,,,,,,20221019,,
20221019,blue_tank3,,,,26.26,-61.6,34.55,,,,,,,20221019,,
20221019,blue_tank4,,,,26.25,-61.6,34.55,,,,,,,20221019,,
20221019,header_tank,,,,26.25,-61.7,34.55,,,,,,,20221019,,
20221020,header_tank,,,,26.18,-61.3,34.63,,,,,,,20221019,,
20221020,blue_tank1,,,,26.22,-62.2,34.59,,,,,,,20221019,,
20221020,blue_tank2,,,,26.22,-62.2,34.59,,,,,,,20221019,,
20221020,blue_tank3,,,,26.21,-62.3,34.59,,,,,,,20221019,,
20221020,blue_tank4,,,,26.21,-62.3,34.59,,,,,,,20221019,,
20221024,header_tank,,,,26.29,-60.5,34.63,,,,,,,20221019,,
20221024,blue_tank1,,,,26.34,-60.7,34.59,,,,,,,20221019,,
20221024,blue_tank2,,,,26.34,-60.9,34.57,,,,,,,20221019,,
20221024,blue_tank3,,,,26.33,-60.9,34.56,,,,,,,20221019,,
20221024,blue_tank4,,,,26.33,-61,34.56,,,,,,,20221019,,
20221025,header_tank,,,,26.05,-59.9,34.55,,,,,,,20221019,,
20221025,blue_tank1,,,,26.11,-59.8,34.52,,,,,,,20221019,,
20221025,blue_tank2,,,,26.11,-59.8,34.52,,,,,,,20221019,,
20221025,blue_tank3,,,,26.11,-60,34.52,,,,,,,20221019,,
20221025,blue_tank4,,,,26.11,-60,34.52,,,,,,,20221019,,
20221027,header_tank,,,,26.26,-60.2,34.35,,,,,,,20221019,,
20221027,blue_tank1,,,,26.29,-60.3,34.37,,,,,,,20221019,,
20221027,blue_tank2,,,,26.29,-60.3,34.37,,,,,,,20221019,,
20221027,blue_tank3,,,,26.28,-60.4,34.37,,,,,,,20221019,,
20221027,blue_tank4,,,,26.28,-60.4,34.37,,,,,,,20221019,,
20221101,header_tank,,,,26.41,-60.1,34.4,,,,,,,20221019,,
20221101,blue_tank1,,,,26.45,-60.3,34.35,,,,,,,20221019,,
20221101,blue_tank2,,,,26.45,-60.3,34.35,,,,,,,20221019,,
20221101,blue_tank3,,,,26.44,-60.4,34.33,,,,,,,20221019,,
20221101,blue_tank4,,,,26.44,-60.4,34.33,,,,,,,20221019,,
20221103,header_tank,,,,26.08,-59.9,34.29,,,,,,,20221019,,
20221103,blue_tank1,,,,26.11,-59.7,34.28,,,,,,,20221019,,
20221103,blue_tank2,,,,26.11,-59.7,34.28,,,,,,,20221019,,
20221103,blue_tank3,,,,26.11,-59.7,34.27,,,,,,,20221019,,
20221103,blue_tank4,,,,26.11,-59.7,34.27,,,,,,,20221019,,
20221108,header_tank,,,,26.32,-62.7,34.25,,,,,,,20221019,,
20221108,blue_tank1,,,,26.37,-63,34.23,,,,,,,20221019,,
20221108,blue_tank2,,,,26.37,-63,34.23,,,,,,,20221019,,
20221108,blue_tank3,,,,26.35,-63.2,34.24,,,,,,,20221019,,
20221108,blue_tank4,,,,26.35,-63.2,34.24,,,,,,,20221019,,
20221109,header_tank,,,,26.16,-59.8,34.06,,,,,,,20221019,,
20221109,blue_tank1,,,,26.19,-60.1,34,,,,,,,20221019,,
20221109,blue_tank2,,,,26.18,-60.2,33.99,,,,,,,20221019,,
20221109,blue_tank3,,,,26.18,-60.3,33.99,,,,,,,20221019,,
20221109,blue_tank4,,,,26.17,-60.4,34,,,,,,,20221019,,
20221110,header_tank,,,,26.08,-59.9,34.02,,,,,,,20221019,,
20221110,blue_tank1,,,,26.16,-60.1,33.99,,,,,,,20221019,,
20221110,blue_tank2,,,,26.16,-60.1,33.99,,,,,,,20221019,,
20221110,blue_tank3,,,,26.16,-60.2,33.98,,,,,,,20221019,,
20221110,blue_tank4,,,,26.16,-60.2,33.98,,,,,,,20221019,,
20221115,header_tank,,,,26.3,-59.4,33.66,,,,,,,20221019,,
20221115,blue_tank1,,,,26.32,-59.6,33.66,,,,,,,20221019,,
20221115,blue_tank2,,,,26.32,-59.6,33.66,,,,,,,20221019,,
20221115,blue_tank3,,,,26.33,-59.9,33.65,,,,,,,20221019,,
20221115,blue_tank4,,,,26.33,-59.9,33.65,,,,,,,20221019,,
20221117,header_tank,,,,26.18,-57.4,33.69,,,,,,,20221019,,
20221117,blue_tank1,,,,26.21,-58.3,33.61,,,,,,,20221019,,
20221117,blue_tank2,,,,26.21,-58.3,33.61,,,,,,,20221019,,
20221117,blue_tank3,,,,26.22,-58.5,33.6,,,,,,,20221019,,
20221117,blue_tank4,,,,26.22,-58.5,33.6,,,,,,,20221019,,
20221123,header_tank,,,,26.22,-59,34.03,,,,,,,20221019,,
20221123,blue_tank1,,,,26.23,-59.1,34.05,,,,,,,20221019,,
20221123,blue_tank2,,,,26.23,-59.1,34.04,,,,,,,20221019,,
20221123,blue_tank3,,,,26.22,-59.2,34.05,,,,,,,20221019,,
20221123,blue_tank4,,,,26.22,-59.2,34.06,,,,,,,20221019,,
20221128,header_tank,,,,26.1,-60,33.81,,,,,,,20221019,,
20221128,blue_tank1,,,,26.14,-59.9,33.82,,,,,,,20221019,,
20221128,blue_tank2,,,,26.15,-59.8,33.78,,,,,,,20221019,,
20221128,blue_tank3,,,,26.15,-60,33.78,,,,,,,20221019,,
20221128,blue_tank4,,,,26.15,-60,33.77,,,,,,,20221019,,
20221129,header_tank,,,,26.4,-57.7,33.81,,,,,,,20221019,,
20221129,blue_tank1,,,,26.45,-57.3,33.86,,,,,,,20221019,,
20221129,blue_tank2,,,,26.43,-57.5,33.8,,,,,,,20221019,,
20221129,blue_tank3,,,,26.43,-57.7,33.8,,,,,,,20221019,,
20221129,blue_tank4,,,,26.43,-57.7,33.79,,,,,,,20221019,,
20221206,header_tank,,,,26.14,-54.9,34.05,,,,,,,20221019,,
20221206,blue_tank1,,,,26.16,-55.4,34.02,,,,,,,20221019,,
20221206,blue_tank2,,,,26.16,-55.4,34.02,,,,,,,20221019,,
20221206,blue_tank3,,,,26.16,-55.9,34.01,,,,,,,20221019,,
20221206,blue_tank4,,,,26.16,-55.9,34.01,,,,,,,20221019,,
